customer_id,order_date,order_value,segment
C02668,2025-10-25,49.67,retail
C02675,2025-10-25,59.66,retail
C02838,2025-10-25,15.93,retail
C02915,2025-10-25,18.17,retail
C03116,2025-10-25,35.23,retail
C03400,2025-10-25,77.68,retail
C03514,2025-10-25,21.33,retail
W001,2025-10-25,148.32,wholesale
W008,2025-10-25,140.42,wholesale
W012,2025-10-25,339.92,wholesale
W013,2025-10-25,117.1,wholesale
W016,2025-10-25,116.68,wholesale
W016,2025-10-25,290.64,wholesale
W027,2025-10-25,259.89,wholesale
C00226,2025-10-26,43.75,retail
C00458,2025-10-26,17.15,retail
C00525,2025-10-26,32.42,retail
C00580,2025-10-26,21.91,retail
C00983,2025-10-26,97.56,retail
C00988,2025-10-26,11.17,retail
C01036,2025-10-26,50.46,retail
C01117,2025-10-26,20.23,retail
C01200,2025-10-26,34.28,retail
C01277,2025-10-26,96.72,retail
C01314,2025-10-26,59.78,retail
C01919,2025-10-26,44.01,retail
C01953,2025-10-26,29.43,retail
C01982,2025-10-26,22.7,retail
C02307,2025-10-26,27.97,retail
C02319,2025-10-26,11.42,retail
C02380,2025-10-26,25.65,retail
C02418,2025-10-26,29.15,retail
C02477,2025-10-26,39.2,retail
C02549,2025-10-26,81.04,retail
C02798,2025-10-26,26.41,retail
C02906,2025-10-26,60.61,retail
C02923,2025-10-26,67.71,retail
C03085,2025-10-26,51.77,retail
C03152,2025-10-26,24.45,retail
C03184,2025-10-26,13.09,retail
C03209,2025-10-26,12.52,retail
C03250,2025-10-26,45.69,retail
C03336,2025-10-26,26.11,retail
C03469,2025-10-26,24.15,retail
C03616,2025-10-26,70.63,retail
C03753,2025-10-26,19.43,retail
C03778,2025-10-26,26.63,retail
C03805,2025-10-26,29.9,retail
C03843,2025-10-26,22.26,retail
W000,2025-10-26,348.78,wholesale
W009,2025-10-26,243.9,wholesale
W009,2025-10-26,235.31,wholesale
W016,2025-10-26,151.87,wholesale
W024,2025-10-26,296.33,wholesale
W028,2025-10-26,163.94,wholesale
C00037,2025-10-27,35.95,retail
C00126,2025-10-27,61.47,retail
C00355,2025-10-27,56.11,retail
C00539,2025-10-27,22.85,retail
C00897,2025-10-27,51.16,retail
C00957,2025-10-27,18.67,retail
C01064,2025-10-27,65.18,retail
C01103,2025-10-27,12.54,retail
C01172,2025-10-27,44.35,retail
C01418,2025-10-27,29.72,retail
C01738,2025-10-27,38.61,retail
C01922,2025-10-27,42.69,retail
C02044,2025-10-27,16.77,retail
C02061,2025-10-27,41.9,retail
C02439,2025-10-27,39.98,retail
C02454,2025-10-27,93.94,retail
C02488,2025-10-27,33.26,retail
C02775,2025-10-27,33.9,retail
C02848,2025-10-27,56.36,retail
C02921,2025-10-27,21.91,retail
C02949,2025-10-27,35.02,retail
C03023,2025-10-27,87.05,retail
C03069,2025-10-27,47.01,retail
C03289,2025-10-27,12.09,retail
C03353,2025-10-27,36.15,retail
C03443,2025-10-27,60.61,retail
C03444,2025-10-27,35.68,retail
C03506,2025-10-27,48.15,retail
C03599,2025-10-27,51.34,retail
C03602,2025-10-27,32.46,retail
C03657,2025-10-27,50.39,retail
C03675,2025-10-27,31.83,retail
C03925,2025-10-27,11.34,retail
C03983,2025-10-27,61.86,retail
W001,2025-10-27,457.86,wholesale
W007,2025-10-27,335.91,wholesale
W007,2025-10-27,246.67,wholesale
W015,2025-10-27,151.9,wholesale
W017,2025-10-27,185.84,wholesale
W025,2025-10-27,135.35,wholesale
W026,2025-10-27,166.14,wholesale
C00038,2025-10-28,92.93,retail
C00055,2025-10-28,26.04,retail
C00277,2025-10-28,51.45,retail
C00311,2025-10-28,14.5,retail
C00592,2025-10-28,52.02,retail
C00679,2025-10-28,33.73,retail
C00745,2025-10-28,121.43,retail
C00913,2025-10-28,20.59,retail
C01099,2025-10-28,13.75,retail
C01101,2025-10-28,126.02,retail
C01184,2025-10-28,86.75,retail
C01264,2025-10-28,40.63,retail
C01326,2025-10-28,18.94,retail
C01340,2025-10-28,41.38,retail
C01359,2025-10-28,111.07,retail
C01366,2025-10-28,24.96,retail
C01375,2025-10-28,48.58,retail
C01442,2025-10-28,26.82,retail
C01670,2025-10-28,71.15,retail
C01711,2025-10-28,84.7,retail
C01766,2025-10-28,45.54,retail
C02415,2025-10-28,23.02,retail
C02424,2025-10-28,13.25,retail
C02659,2025-10-28,32.58,retail
C02786,2025-10-28,27.79,retail
C03029,2025-10-28,22.42,retail
C03116,2025-10-28,21.92,retail
C03218,2025-10-28,25.05,retail
C03373,2025-10-28,22.76,retail
C03490,2025-10-28,33.75,retail
C03647,2025-10-28,26.17,retail
C03696,2025-10-28,73.39,retail
C03898,2025-10-28,36.97,retail
C03981,2025-10-28,12.02,retail
W001,2025-10-28,222.92,wholesale
W002,2025-10-28,170.66,wholesale
W010,2025-10-28,163.46,wholesale
C00037,2025-11-01,37.98,retail
C00051,2025-11-01,39.11,retail
C00087,2025-11-01,10.3,retail
C00353,2025-11-01,89.74,retail
C00372,2025-11-01,8.05,retail
C00511,2025-11-01,62.05,retail
C00520,2025-11-01,67.02,retail
C00652,2025-11-01,24.07,retail
C00806,2025-11-01,26.34,retail
C00878,2025-11-01,31.67,retail
C00884,2025-11-01,34.98,retail
C00994,2025-11-01,35.58,retail
C01136,2025-11-01,69.11,retail
C01312,2025-11-01,63.39,retail
C01314,2025-11-01,43.01,retail
C01344,2025-11-01,46.18,retail
C01426,2025-11-01,45.95,retail
C01503,2025-11-01,13.2,retail
C01573,2025-11-01,39.94,retail
C01645,2025-11-01,56.68,retail
C01679,2025-11-01,40.34,retail
C01894,2025-11-01,37.26,retail
C02125,2025-11-01,21.28,retail
C02295,2025-11-01,50.16,retail
C02385,2025-11-01,24.07,retail
C02454,2025-11-01,21.69,retail
C02557,2025-11-01,15.81,retail
C02712,2025-11-01,57.39,retail
C02746,2025-11-01,69.51,retail
C02838,2025-11-01,29.74,retail
C02848,2025-11-01,44.38,retail
C02999,2025-11-01,19.32,retail
C03008,2025-11-01,31.22,retail
C03069,2025-11-01,45.66,retail
C03506,2025-11-01,114.57,retail
C03563,2025-11-01,10.39,retail
C03564,2025-11-01,22.23,retail
C03566,2025-11-01,26.22,retail
C03668,2025-11-01,23.27,retail
C03676,2025-11-01,42.22,retail
C03694,2025-11-01,71.82,retail
C03742,2025-11-01,52.85,retail
C03835,2025-11-01,55.17,retail
C03878,2025-11-01,23.49,retail
C03882,2025-11-01,79.22,retail
C03945,2025-11-01,88.67,retail
W011,2025-11-01,169.62,wholesale
W020,2025-11-01,281.48,wholesale
W024,2025-11-01,306.14,wholesale
W024,2025-11-01,168.75,wholesale
W025,2025-11-01,301.65,wholesale
C00013,2025-11-02,45.33,retail
C00304,2025-11-02,48.69,retail
C00438,2025-11-02,37.07,retail
C00467,2025-11-02,119.21,retail
C00499,2025-11-02,29.05,retail
C00533,2025-11-02,39.18,retail
C00748,2025-11-02,28.33,retail
C00862,2025-11-02,59.07,retail
C00896,2025-11-02,26.37,retail
C00994,2025-11-02,35.94,retail
C01082,2025-11-02,32.79,retail
C01103,2025-11-02,15.96,retail
C01171,2025-11-02,31.93,retail
C01214,2025-11-02,41.93,retail
C01253,2025-11-02,23.89,retail
C01292,2025-11-02,52.63,retail
C01383,2025-11-02,43.51,retail
C01822,2025-11-02,12.64,retail
C02057,2025-11-02,24.75,retail
C02169,2025-11-02,39.58,retail
C02564,2025-11-02,36.34,retail
C02746,2025-11-02,29.32,retail
C02801,2025-11-02,34.52,retail
C02932,2025-11-02,18.14,retail
C02969,2025-11-02,32.0,retail
C02984,2025-11-02,67.03,retail
C03270,2025-11-02,41.26,retail
C03280,2025-11-02,70.4,retail
C03432,2025-11-02,10.56,retail
C03435,2025-11-02,43.71,retail
C03509,2025-11-02,24.51,retail
C03668,2025-11-02,15.16,retail
C03680,2025-11-02,70.97,retail
C03806,2025-11-02,31.02,retail
C03836,2025-11-02,24.71,retail
W002,2025-11-02,311.91,wholesale
W010,2025-11-02,202.91,wholesale
C00026,2025-11-03,31.55,retail
C00213,2025-11-03,29.22,retail
C00228,2025-11-03,53.34,retail
C00488,2025-11-03,37.43,retail
C00612,2025-11-03,39.83,retail
C00665,2025-11-03,67.33,retail
C00665,2025-11-03,21.21,retail
C00895,2025-11-03,21.1,retail
C01052,2025-11-03,30.39,retail
C01166,2025-11-03,48.23,retail
C01218,2025-11-03,42.35,retail
C01321,2025-11-03,17.47,retail
C01418,2025-11-03,42.97,retail
C01553,2025-11-03,35.89,retail
C01571,2025-11-03,37.4,retail
C01616,2025-11-03,46.49,retail
C01675,2025-11-03,35.05,retail
C01766,2025-11-03,19.38,retail
C02054,2025-11-03,64.38,retail
C02171,2025-11-03,8.27,retail
C02197,2025-11-03,26.13,retail
C02228,2025-11-03,15.76,retail
C02249,2025-11-03,13.5,retail
C02402,2025-11-03,8.59,retail
C02620,2025-11-03,19.58,retail
C02707,2025-11-03,104.38,retail
C02724,2025-11-03,17.8,retail
C02730,2025-11-03,44.03,retail
C02938,2025-11-03,24.51,retail
C02979,2025-11-03,93.24,retail
C03041,2025-11-03,31.54,retail
C03067,2025-11-03,12.09,retail
C03085,2025-11-03,45.55,retail
C03092,2025-11-03,33.11,retail
C03218,2025-11-03,27.37,retail
C03275,2025-11-03,40.01,retail
C03371,2025-11-03,18.44,retail
C03377,2025-11-03,28.24,retail
C03390,2025-11-03,65.74,retail
C03746,2025-11-03,23.23,retail
C03900,2025-11-03,23.59,retail
C03925,2025-11-03,27.13,retail
C03954,2025-11-03,33.78,retail
C03972,2025-11-03,14.3,retail
C03981,2025-11-03,16.55,retail
W005,2025-11-03,316.52,wholesale
W012,2025-11-03,236.37,wholesale
W013,2025-11-03,191.25,wholesale
W017,2025-11-03,196.58,wholesale
C00000,2025-11-04,42.64,retail
C00096,2025-11-04,19.95,retail
C00232,2025-11-04,19.32,retail
C00345,2025-11-04,101.66,retail
C00395,2025-11-04,32.81,retail
C00475,2025-11-04,35.49,retail
C00576,2025-11-04,66.18,retail
C00636,2025-11-04,39.41,retail
C00695,2025-11-04,57.32,retail
C00822,2025-11-04,12.59,retail
C00987,2025-11-04,48.19,retail
C01011,2025-11-04,14.09,retail
C01018,2025-11-04,23.62,retail
C01214,2025-11-04,25.88,retail
C01245,2025-11-04,58.2,retail
C01288,2025-11-04,51.08,retail
C01315,2025-11-04,52.68,retail
C01330,2025-11-04,43.49,retail
C01374,2025-11-04,39.16,retail
C01421,2025-11-04,58.7,retail
C01424,2025-11-04,31.39,retail
C01634,2025-11-04,64.06,retail
C01708,2025-11-04,30.64,retail
C01894,2025-11-04,44.81,retail
C01994,2025-11-04,32.67,retail
C02174,2025-11-04,49.11,retail
C02242,2025-11-04,44.48,retail
C02260,2025-11-04,28.71,retail
C02400,2025-11-04,57.63,retail
C02407,2025-11-04,63.5,retail
C02431,2025-11-04,30.83,retail
C02571,2025-11-04,30.17,retail
C02580,2025-11-04,18.62,retail
C02633,2025-11-04,23.88,retail
C02801,2025-11-04,47.0,retail
C03107,2025-11-04,23.03,retail
C03199,2025-11-04,87.88,retail
C03218,2025-11-04,21.94,retail
C03340,2025-11-04,20.44,retail
C03361,2025-11-04,12.6,retail
C03386,2025-11-04,39.47,retail
C03468,2025-11-04,16.19,retail
C03543,2025-11-04,12.45,retail
C03622,2025-11-04,14.08,retail
C03680,2025-11-04,37.93,retail
C03911,2025-11-04,77.15,retail
C00009,2025-11-05,49.61,retail
C00054,2025-11-05,29.95,retail
C00121,2025-11-05,69.13,retail
C00226,2025-11-05,10.29,retail
C00293,2025-11-05,43.36,retail
C00357,2025-11-05,50.59,retail
C00466,2025-11-05,30.07,retail
C00687,2025-11-05,21.74,retail
C00723,2025-11-05,15.61,retail
C00742,2025-11-05,130.03,retail
C00914,2025-11-05,63.47,retail
C00947,2025-11-05,66.2,retail
C00957,2025-11-05,63.95,retail
C01349,2025-11-05,73.1,retail
C01366,2025-11-05,34.06,retail
C01396,2025-11-05,57.53,retail
C01396,2025-11-05,57.16,retail
C01483,2025-11-05,46.86,retail
C01564,2025-11-05,59.85,retail
C01966,2025-11-05,22.26,retail
C01982,2025-11-05,36.65,retail
C02034,2025-11-05,20.05,retail
C02193,2025-11-05,16.32,retail
C02238,2025-11-05,17.96,retail
C02449,2025-11-05,40.4,retail
C02522,2025-11-05,58.31,retail
C02552,2025-11-05,46.12,retail
C02704,2025-11-05,29.68,retail
C02762,2025-11-05,34.64,retail
C02823,2025-11-05,43.2,retail
C02853,2025-11-05,34.27,retail
C02958,2025-11-05,26.16,retail
C03069,2025-11-05,57.93,retail
C03128,2025-11-05,26.56,retail
C03151,2025-11-05,59.47,retail
C03231,2025-11-05,20.2,retail
C03248,2025-11-05,28.25,retail
C03289,2025-11-05,25.84,retail
C03305,2025-11-05,21.41,retail
C03316,2025-11-05,34.27,retail
C03468,2025-11-05,55.1,retail
C03504,2025-11-05,45.38,retail
C03519,2025-11-05,28.41,retail
C03582,2025-11-05,10.98,retail
C03594,2025-11-05,14.51,retail
C03619,2025-11-05,21.49,retail
C03647,2025-11-05,27.19,retail
C03806,2025-11-05,46.73,retail
C03925,2025-11-05,23.18,retail
C03934,2025-11-05,29.84,retail
C03964,2025-11-05,71.06,retail
C03972,2025-11-05,32.95,retail
C03981,2025-11-05,22.73,retail
W009,2025-11-05,104.31,wholesale
W010,2025-11-05,247.1,wholesale
W015,2025-11-05,211.29,wholesale
W018,2025-11-05,156.12,wholesale
W019,2025-11-05,188.01,wholesale
W025,2025-11-05,283.67,wholesale
W027,2025-11-05,248.46,wholesale
C00032,2025-11-06,51.14,retail
C00063,2025-11-06,37.0,retail
C00134,2025-11-06,23.72,retail
C00160,2025-11-06,43.9,retail
C00254,2025-11-06,30.57,retail
C00304,2025-11-06,33.99,retail
C00451,2025-11-06,16.26,retail
C00509,2025-11-06,31.42,retail
C00773,2025-11-06,49.94,retail
C01064,2025-11-06,20.57,retail
C01210,2025-11-06,12.45,retail
C01542,2025-11-06,39.89,retail
C01657,2025-11-06,30.76,retail
C01776,2025-11-06,52.36,retail
C02023,2025-11-06,61.95,retail
C02349,2025-11-06,28.42,retail
C02452,2025-11-06,43.18,retail
C02645,2025-11-06,26.39,retail
C02646,2025-11-06,28.17,retail
C02685,2025-11-06,123.66,retail
C02714,2025-11-06,39.54,retail
C02775,2025-11-06,32.89,retail
C02802,2025-11-06,210.21,retail
C03023,2025-11-06,53.01,retail
C03394,2025-11-06,40.38,retail
C03421,2025-11-06,17.52,retail
C03514,2025-11-06,33.16,retail
C03548,2025-11-06,38.79,retail
C03681,2025-11-06,32.05,retail
C03853,2025-11-06,136.59,retail
C03978,2025-11-06,71.94,retail
W008,2025-11-06,97.69,wholesale
W017,2025-11-06,195.44,wholesale
W021,2025-11-06,143.31,wholesale
W026,2025-11-06,340.74,wholesale
W028,2025-11-06,204.15,wholesale
C00059,2025-11-07,16.14,retail
C00095,2025-11-07,49.51,retail
C00209,2025-11-07,49.29,retail
C00328,2025-11-07,20.46,retail
C00408,2025-11-07,47.27,retail
C00621,2025-11-07,19.45,retail
C00705,2025-11-07,32.38,retail
C00708,2025-11-07,31.82,retail
C00729,2025-11-07,41.7,retail
C00814,2025-11-07,31.62,retail
C00847,2025-11-07,32.3,retail
C01032,2025-11-07,23.9,retail
C01053,2025-11-07,37.83,retail
C01426,2025-11-07,44.01,retail
C01630,2025-11-07,46.08,retail
C01666,2025-11-07,19.81,retail
C01782,2025-11-07,16.85,retail
C01913,2025-11-07,42.89,retail
C01936,2025-11-07,41.47,retail
C02040,2025-11-07,56.75,retail
C02041,2025-11-07,19.21,retail
C02085,2025-11-07,47.0,retail
C02659,2025-11-07,57.39,retail
C02848,2025-11-07,34.43,retail
C02934,2025-11-07,71.4,retail
C03027,2025-11-07,16.0,retail
C03087,2025-11-07,34.54,retail
C03092,2025-11-07,26.31,retail
C03294,2025-11-07,42.57,retail
C03353,2025-11-07,50.6,retail
C03359,2025-11-07,185.67,retail
C03773,2025-11-07,18.16,retail
C03835,2025-11-07,28.67,retail
C03983,2025-11-07,23.54,retail
C03990,2025-11-07,31.5,retail
W006,2025-11-07,334.62,wholesale
W007,2025-11-07,272.13,wholesale
W014,2025-11-07,135.06,wholesale
W019,2025-11-07,236.36,wholesale
C00120,2025-11-08,35.67,retail
C00355,2025-11-08,69.28,retail
C00406,2025-11-08,24.81,retail
C00415,2025-11-08,41.93,retail
C00421,2025-11-08,50.74,retail
C00485,2025-11-08,25.0,retail
C00561,2025-11-08,21.25,retail
C00603,2025-11-08,100.53,retail
C00614,2025-11-08,22.42,retail
C00711,2025-11-08,18.6,retail
C00752,2025-11-08,34.64,retail
C00753,2025-11-08,38.99,retail
C00778,2025-11-08,28.5,retail
C00965,2025-11-08,68.77,retail
C01015,2025-11-08,24.63,retail
C01074,2025-11-08,87.49,retail
C01148,2025-11-08,51.43,retail
C01148,2025-11-08,44.46,retail
C01210,2025-11-08,23.51,retail
C01215,2025-11-08,21.7,retail
C01299,2025-11-08,38.53,retail
C01399,2025-11-08,61.78,retail
C01452,2025-11-08,56.07,retail
C01529,2025-11-08,44.03,retail
C01604,2025-11-08,35.8,retail
C01673,2025-11-08,38.09,retail
C01740,2025-11-08,13.51,retail
C01766,2025-11-08,34.28,retail
C01899,2025-11-08,41.96,retail
C01912,2025-11-08,88.76,retail
C01945,2025-11-08,49.14,retail
C01959,2025-11-08,32.9,retail
C01996,2025-11-08,75.96,retail
C02042,2025-11-08,41.56,retail
C02083,2025-11-08,23.53,retail
C02251,2025-11-08,22.3,retail
C02307,2025-11-08,34.29,retail
C02417,2025-11-08,12.66,retail
C02589,2025-11-08,48.29,retail
C02626,2025-11-08,48.47,retail
C02633,2025-11-08,33.41,retail
C02874,2025-11-08,20.22,retail
C02927,2025-11-08,25.05,retail
C03278,2025-11-08,38.19,retail
C03289,2025-11-08,27.86,retail
C03321,2025-11-08,31.37,retail
C03327,2025-11-08,31.56,retail
C03409,2025-11-08,74.06,retail
C03471,2025-11-08,129.23,retail
C03502,2025-11-08,53.34,retail
C03554,2025-11-08,26.46,retail
C03889,2025-11-08,34.53,retail
C03921,2025-11-08,64.14,retail
C03927,2025-11-08,15.91,retail
W001,2025-11-08,259.22,wholesale
W006,2025-11-08,328.07,wholesale
W007,2025-11-08,213.42,wholesale
W008,2025-11-08,307.89,wholesale
W014,2025-11-08,158.27,wholesale
W016,2025-11-08,200.75,wholesale
W020,2025-11-08,583.26,wholesale
W027,2025-11-08,254.91,wholesale
C00144,2025-11-09,14.27,retail
C00187,2025-11-09,88.07,retail
C00267,2025-11-09,29.17,retail
C00301,2025-11-09,56.69,retail
C00337,2025-11-09,26.23,retail
C00380,2025-11-09,29.7,retail
C00539,2025-11-09,24.58,retail
C00614,2025-11-09,56.74,retail
C00618,2025-11-09,61.35,retail
C00689,2025-11-09,37.2,retail
C00691,2025-11-09,35.06,retail
C00757,2025-11-09,38.21,retail
C00840,2025-11-09,21.4,retail
C00937,2025-11-09,117.95,retail
C00952,2025-11-09,69.88,retail
C01036,2025-11-09,33.96,retail
C01036,2025-11-09,42.48,retail
C01317,2025-11-09,83.3,retail
C01401,2025-11-09,11.99,retail
C01474,2025-11-09,88.59,retail
C01654,2025-11-09,71.13,retail
C02169,2025-11-09,42.18,retail
C02305,2025-11-09,54.54,retail
C02351,2025-11-09,37.2,retail
C02397,2025-11-09,14.61,retail
C02479,2025-11-09,24.67,retail
C02601,2025-11-09,22.28,retail
C02607,2025-11-09,17.95,retail
C02764,2025-11-09,14.83,retail
C02825,2025-11-09,18.57,retail
C02854,2025-11-09,83.47,retail
C03081,2025-11-09,162.07,retail
C03250,2025-11-09,14.39,retail
C03360,2025-11-09,55.13,retail
C03375,2025-11-09,43.61,retail
C03424,2025-11-09,14.82,retail
C03519,2025-11-09,22.75,retail
C03647,2025-11-09,63.76,retail
C03653,2025-11-09,144.84,retail
C03781,2025-11-09,46.27,retail
C03903,2025-11-09,40.87,retail
C03913,2025-11-09,39.77,retail
C03931,2025-11-09,39.25,retail
W000,2025-11-09,144.51,wholesale
W022,2025-11-09,257.03,wholesale
C00180,2025-11-10,18.19,retail
C00315,2025-11-10,21.84,retail
C00458,2025-11-10,30.45,retail
C00465,2025-11-10,40.0,retail
C00647,2025-11-10,41.24,retail
C00879,2025-11-10,43.82,retail
C00893,2025-11-10,14.26,retail
C00964,2025-11-10,29.76,retail
C00976,2025-11-10,34.24,retail
C00993,2025-11-10,8.67,retail
C01176,2025-11-10,30.32,retail
C01186,2025-11-10,64.6,retail
C01190,2025-11-10,20.94,retail
C01553,2025-11-10,27.67,retail
C01777,2025-11-10,35.66,retail
C01795,2025-11-10,9.99,retail
C02193,2025-11-10,19.5,retail
C02224,2025-11-10,26.14,retail
C02225,2025-11-10,64.45,retail
C02311,2025-11-10,42.07,retail
C02317,2025-11-10,48.48,retail
C02349,2025-11-10,81.32,retail
C02379,2025-11-10,34.64,retail
C02463,2025-11-10,50.13,retail
C02471,2025-11-10,24.22,retail
C02484,2025-11-10,57.91,retail
C02569,2025-11-10,37.75,retail
C02589,2025-11-10,62.86,retail
C02598,2025-11-10,30.28,retail
C02651,2025-11-10,52.77,retail
C02675,2025-11-10,30.53,retail
C02881,2025-11-10,18.75,retail
C02953,2025-11-10,154.1,retail
C03211,2025-11-10,28.05,retail
C03443,2025-11-10,42.08,retail
C03469,2025-11-10,36.78,retail
C03494,2025-11-10,62.95,retail
C03584,2025-11-10,12.52,retail
C03619,2025-11-10,37.18,retail
C03639,2025-11-10,50.45,retail
C03700,2025-11-10,33.67,retail
C03718,2025-11-10,25.25,retail
C03773,2025-11-10,23.08,retail
C03781,2025-11-10,12.45,retail
C03793,2025-11-10,84.34,retail
C03892,2025-11-10,68.17,retail
C03897,2025-11-10,36.9,retail
C03908,2025-11-10,24.36,retail
W001,2025-11-10,204.51,wholesale
W009,2025-11-10,239.49,wholesale
W014,2025-11-10,356.12,wholesale
C00217,2025-11-11,23.35,retail
C00245,2025-11-11,21.29,retail
C00370,2025-11-11,32.53,retail
C00393,2025-11-11,17.49,retail
C00460,2025-11-11,95.59,retail
C00476,2025-11-11,15.51,retail
C00484,2025-11-11,50.73,retail
C00538,2025-11-11,49.48,retail
C00577,2025-11-11,47.55,retail
C00583,2025-11-11,87.82,retail
C00641,2025-11-11,38.49,retail
C00829,2025-11-11,89.58,retail
C00876,2025-11-11,15.91,retail
C00905,2025-11-11,61.42,retail
C01118,2025-11-11,16.18,retail
C01243,2025-11-11,83.4,retail
C01341,2025-11-11,44.37,retail
C01377,2025-11-11,20.33,retail
C01399,2025-11-11,26.93,retail
C01413,2025-11-11,45.02,retail
C01515,2025-11-11,63.46,retail
C01601,2025-11-11,25.51,retail
C01617,2025-11-11,23.6,retail
C01725,2025-11-11,29.48,retail
C01892,2025-11-11,49.1,retail
C01900,2025-11-11,31.25,retail
C02077,2025-11-11,35.1,retail
C02101,2025-11-11,47.11,retail
C02289,2025-11-11,77.66,retail
C02351,2025-11-11,69.08,retail
C02381,2025-11-11,44.15,retail
C02466,2025-11-11,24.87,retail
C02504,2025-11-11,22.87,retail
C02572,2025-11-11,16.94,retail
C02879,2025-11-11,40.63,retail
C02971,2025-11-11,32.36,retail
C02991,2025-11-11,74.51,retail
C03141,2025-11-11,22.61,retail
C03272,2025-11-11,66.15,retail
C03323,2025-11-11,48.14,retail
C03425,2025-11-11,31.72,retail
C03536,2025-11-11,40.14,retail
C03547,2025-11-11,18.76,retail
C03564,2025-11-11,13.81,retail
C03592,2025-11-11,14.82,retail
C03656,2025-11-11,16.47,retail
C03674,2025-11-11,72.75,retail
C03750,2025-11-11,25.55,retail
C03752,2025-11-11,15.28,retail
C03924,2025-11-11,51.83,retail
C03992,2025-11-11,32.58,retail
W000,2025-11-11,235.93,wholesale
W011,2025-11-11,211.85,wholesale
W022,2025-11-11,180.84,wholesale
W023,2025-11-11,371.06,wholesale
C00041,2025-11-12,24.64,retail
C00062,2025-11-12,34.89,retail
C00248,2025-11-12,25.96,retail
C00412,2025-11-12,13.29,retail
C00484,2025-11-12,40.92,retail
C00503,2025-11-12,18.31,retail
C00539,2025-11-12,59.85,retail
C00781,2025-11-12,33.02,retail
C00845,2025-11-12,18.38,retail
C01131,2025-11-12,60.51,retail
C01217,2025-11-12,20.23,retail
C01301,2025-11-12,60.38,retail
C01462,2025-11-12,21.69,retail
C01622,2025-11-12,20.27,retail
C01710,2025-11-12,15.74,retail
C01988,2025-11-12,32.72,retail
C02020,2025-11-12,17.95,retail
C02042,2025-11-12,48.55,retail
C02334,2025-11-12,42.07,retail
C02385,2025-11-12,22.61,retail
C02434,2025-11-12,27.01,retail
C02527,2025-11-12,57.76,retail
C02569,2025-11-12,31.07,retail
C02714,2025-11-12,27.22,retail
C02818,2025-11-12,23.02,retail
C02846,2025-11-12,17.23,retail
C02980,2025-11-12,10.32,retail
C03116,2025-11-12,14.26,retail
C03148,2025-11-12,25.21,retail
C03185,2025-11-12,21.4,retail
C03375,2025-11-12,21.5,retail
C03393,2025-11-12,20.2,retail
C03470,2025-11-12,27.46,retail
C03898,2025-11-12,41.86,retail
C03941,2025-11-12,64.82,retail
W011,2025-11-12,238.02,wholesale
W017,2025-11-12,212.03,wholesale
W029,2025-11-12,198.46,wholesale
C00098,2025-11-13,17.83,retail
C00168,2025-11-13,39.09,retail
C00178,2025-11-13,47.24,retail
C00314,2025-11-13,6.22,retail
C00329,2025-11-13,35.72,retail
C00391,2025-11-13,28.07,retail
C00419,2025-11-13,15.27,retail
C00574,2025-11-13,26.63,retail
C00737,2025-11-13,14.91,retail
C00878,2025-11-13,27.59,retail
C00967,2025-11-13,71.4,retail
C01034,2025-11-13,16.05,retail
C01130,2025-11-13,6.32,retail
C01213,2025-11-13,100.91,retail
C01326,2025-11-13,36.39,retail
C01441,2025-11-13,12.16,retail
C01540,2025-11-13,82.55,retail
C01703,2025-11-13,27.73,retail
C01851,2025-11-13,124.42,retail
C01970,2025-11-13,28.0,retail
C02048,2025-11-13,59.77,retail
C02423,2025-11-13,14.1,retail
C02488,2025-11-13,16.86,retail
C02539,2025-11-13,37.22,retail
C02635,2025-11-13,32.68,retail
C02733,2025-11-13,40.94,retail
C02752,2025-11-13,29.41,retail
C02808,2025-11-13,42.09,retail
C02819,2025-11-13,21.14,retail
C02824,2025-11-13,45.53,retail
C02840,2025-11-13,16.2,retail
C02928,2025-11-13,37.79,retail
C02994,2025-11-13,66.03,retail
C03104,2025-11-13,61.11,retail
C03265,2025-11-13,22.74,retail
C03267,2025-11-13,15.85,retail
C03377,2025-11-13,10.58,retail
C03414,2025-11-13,21.1,retail
C03466,2025-11-13,21.01,retail
C03477,2025-11-13,21.15,retail
C03540,2025-11-13,18.84,retail
C03580,2025-11-13,84.19,retail
C03712,2025-11-13,56.44,retail
C03713,2025-11-13,42.7,retail
C03747,2025-11-13,37.01,retail
C03761,2025-11-13,11.67,retail
C03999,2025-11-13,34.53,retail
W004,2025-11-13,554.74,wholesale
W005,2025-11-13,172.66,wholesale
W006,2025-11-13,172.33,wholesale
W009,2025-11-13,260.91,wholesale
W014,2025-11-13,319.44,wholesale
W016,2025-11-13,155.29,wholesale
W018,2025-11-13,178.14,wholesale
W029,2025-11-13,111.37,wholesale
C00487,2025-11-14,53.77,retail
C00714,2025-11-14,33.19,retail
C00839,2025-11-14,50.22,retail
C01270,2025-11-14,29.56,retail
C01284,2025-11-14,34.23,retail
C01300,2025-11-14,16.6,retail
C01466,2025-11-14,32.02,retail
C01740,2025-11-14,52.18,retail
C01865,2025-11-14,13.5,retail
C01966,2025-11-14,35.41,retail
C02196,2025-11-14,50.87,retail
C02449,2025-11-14,19.07,retail
C02461,2025-11-14,61.75,retail
C02597,2025-11-14,26.0,retail
C02784,2025-11-14,43.34,retail
