user_id,install_date,activity_date,sessions
P06808,2026-06-14,2026-06-15,3
P06823,2026-06-15,2026-06-15,2
P06833,2026-06-08,2026-06-15,2
P06835,2026-06-14,2026-06-15,2
P06848,2026-06-15,2026-06-15,4
P06878,2026-06-10,2026-06-15,4
P06939,2026-06-02,2026-06-15,2
P06946,2026-06-15,2026-06-15,5
P07029,2026-06-03,2026-06-15,4
P07032,2026-06-11,2026-06-15,1
P07042,2026-06-15,2026-06-15,2
P07047,2026-06-06,2026-06-15,4
P07062,2026-06-15,2026-06-15,5
P07063,2026-06-14,2026-06-15,1
P07068,2026-06-09,2026-06-15,2
P07086,2026-06-05,2026-06-15,2
P07100,2026-06-15,2026-06-15,5
P07156,2026-06-10,2026-06-15,3
P07175,2026-06-01,2026-06-15,2
P07178,2026-06-13,2026-06-15,1
P07191,2026-06-05,2026-06-15,3
P07194,2026-06-14,2026-06-15,3
P07205,2026-06-12,2026-06-15,3
P07214,2026-06-15,2026-06-15,1
P07236,2026-06-08,2026-06-15,3
P07264,2026-06-10,2026-06-15,3
P07273,2026-06-01,2026-06-15,4
P07286,2026-06-02,2026-06-15,2
P07289,2026-06-13,2026-06-15,3
P07304,2026-06-12,2026-06-15,2
P07317,2026-06-09,2026-06-15,4
P07355,2026-06-15,2026-06-15,5
P07378,2026-06-10,2026-06-15,2
P07381,2026-06-14,2026-06-15,1
P07407,2026-06-03,2026-06-15,2
P07450,2026-06-15,2026-06-15,3
P07514,2026-06-13,2026-06-15,2
P07524,2026-06-13,2026-06-15,2
P07525,2026-06-15,2026-06-15,1
P07545,2026-06-15,2026-06-15,1
P07551,2026-06-05,2026-06-15,2
P07557,2026-06-15,2026-06-15,1
P07620,2026-06-13,2026-06-15,1
P07621,2026-06-08,2026-06-15,4
P07659,2026-06-06,2026-06-15,4
P07673,2026-06-15,2026-06-15,5
P07705,2026-06-14,2026-06-15,2
P07722,2026-06-15,2026-06-15,4
P07723,2026-06-04,2026-06-15,4
P07740,2026-06-14,2026-06-15,4
P07773,2026-06-15,2026-06-15,2
P07784,2026-06-12,2026-06-15,1
P07785,2026-06-15,2026-06-15,2
P07796,2026-06-03,2026-06-15,1
P07801,2026-06-03,2026-06-15,4
P07816,2026-06-14,2026-06-15,1
P07835,2026-06-01,2026-06-15,2
P07876,2026-06-14,2026-06-15,2
P07926,2026-06-10,2026-06-15,1
P07961,2026-06-15,2026-06-15,5
P00005,2026-06-16,2026-06-16,3
P00022,2026-06-15,2026-06-16,1
P00033,2026-06-11,2026-06-16,3
P00054,2026-06-11,2026-06-16,2
P00083,2026-06-13,2026-06-16,1
P00106,2026-06-04,2026-06-16,3
P00131,2026-06-12,2026-06-16,2
P00132,2026-06-09,2026-06-16,2
P00153,2026-06-07,2026-06-16,4
P00185,2026-06-16,2026-06-16,4
P00197,2026-06-05,2026-06-16,1
P00226,2026-06-14,2026-06-16,2
P00233,2026-06-16,2026-06-16,3
P00244,2026-06-11,2026-06-16,2
P00257,2026-06-16,2026-06-16,2
P00275,2026-06-16,2026-06-16,4
P00281,2026-06-16,2026-06-16,1
P00299,2026-06-16,2026-06-16,2
P00303,2026-06-16,2026-06-16,4
P00333,2026-06-16,2026-06-16,3
P00347,2026-06-16,2026-06-16,4
P00396,2026-06-04,2026-06-16,2
P00410,2026-06-16,2026-06-16,2
P00445,2026-06-02,2026-06-16,4
P00451,2026-06-15,2026-06-16,1
P00453,2026-06-03,2026-06-16,3
P00486,2026-06-14,2026-06-16,1
P00500,2026-06-15,2026-06-16,3
P00543,2026-06-13,2026-06-16,4
P00550,2026-06-16,2026-06-16,2
P00562,2026-06-15,2026-06-16,2
P00605,2026-06-06,2026-06-16,1
P00652,2026-06-03,2026-06-16,1
P00676,2026-06-08,2026-06-16,4
P00691,2026-06-16,2026-06-16,4
P00796,2026-06-09,2026-06-16,2
P00814,2026-06-09,2026-06-16,2
P00819,2026-06-11,2026-06-16,3
P00825,2026-06-16,2026-06-16,3
P00826,2026-06-16,2026-06-16,5
P00886,2026-06-09,2026-06-16,4
P00897,2026-06-07,2026-06-16,2
P00910,2026-06-08,2026-06-16,2
P00924,2026-06-02,2026-06-16,2
P00946,2026-06-16,2026-06-16,5
P00960,2026-06-16,2026-06-16,5
P00973,2026-06-16,2026-06-16,4
P00993,2026-06-11,2026-06-16,4
P01018,2026-06-16,2026-06-16,5
P01038,2026-06-15,2026-06-16,2
P01077,2026-06-16,2026-06-16,4
P01107,2026-06-14,2026-06-16,3
P01108,2026-06-04,2026-06-16,4
P01113,2026-06-08,2026-06-16,3
P01189,2026-06-16,2026-06-16,4
P01254,2026-06-15,2026-06-16,1
P01284,2026-06-14,2026-06-16,2
P01302,2026-06-08,2026-06-16,1
P01318,2026-06-16,2026-06-16,4
P01376,2026-06-16,2026-06-16,4
P01445,2026-06-08,2026-06-16,1
P01456,2026-06-13,2026-06-16,1
P01495,2026-06-16,2026-06-16,4
P01517,2026-06-11,2026-06-16,3
P01529,2026-06-12,2026-06-16,2
P01545,2026-06-16,2026-06-16,1
P01593,2026-06-15,2026-06-16,1
P01603,2026-06-08,2026-06-16,3
P01654,2026-06-16,2026-06-16,2
P01665,2026-06-16,2026-06-16,4
P01670,2026-06-10,2026-06-16,2
P01693,2026-06-16,2026-06-16,1
P01720,2026-06-16,2026-06-16,1
P01737,2026-06-04,2026-06-16,3
P01811,2026-06-03,2026-06-16,1
P01828,2026-06-16,2026-06-16,1
P01889,2026-06-15,2026-06-16,2
P01893,2026-06-13,2026-06-16,3
P01908,2026-06-16,2026-06-16,1
P01955,2026-06-16,2026-06-16,4
P01960,2026-06-12,2026-06-16,3
P02018,2026-06-16,2026-06-16,2
P02024,2026-06-13,2026-06-16,2
P02026,2026-06-15,2026-06-16,3
P02030,2026-06-07,2026-06-16,4
P02048,2026-06-15,2026-06-16,1
P02063,2026-06-16,2026-06-16,3
P02075,2026-06-07,2026-06-16,2
P02087,2026-06-06,2026-06-16,4
P02090,2026-06-09,2026-06-16,1
P02095,2026-06-13,2026-06-16,4
P02098,2026-06-12,2026-06-16,3
P02103,2026-06-10,2026-06-16,2
P02206,2026-06-12,2026-06-16,3
P02247,2026-06-16,2026-06-16,4
P02317,2026-06-04,2026-06-16,2
P02332,2026-06-16,2026-06-16,3
P02360,2026-06-14,2026-06-16,3
P02368,2026-06-14,2026-06-16,3
P02369,2026-06-07,2026-06-16,1
P02394,2026-06-16,2026-06-16,4
P02422,2026-06-10,2026-06-16,4
P02434,2026-06-16,2026-06-16,1
P02436,2026-06-16,2026-06-16,3
P02437,2026-06-06,2026-06-16,3
P02452,2026-06-16,2026-06-16,2
P02526,2026-06-06,2026-06-16,4
P02535,2026-06-16,2026-06-16,4
P02582,2026-06-14,2026-06-16,4
P02602,2026-06-14,2026-06-16,4
P02614,2026-06-11,2026-06-16,4
P02689,2026-06-06,2026-06-16,3
P02696,2026-06-13,2026-06-16,3
P02763,2026-06-12,2026-06-16,1
P02777,2026-06-12,2026-06-16,3
P02798,2026-06-09,2026-06-16,1
P02799,2026-06-07,2026-06-16,1
P02804,2026-06-16,2026-06-16,3
P02823,2026-06-11,2026-06-16,1
P02899,2026-06-05,2026-06-16,1
P02921,2026-06-16,2026-06-16,3
P02980,2026-06-16,2026-06-16,3
P03003,2026-06-16,2026-06-16,1
P03004,2026-06-05,2026-06-16,2
P03031,2026-06-16,2026-06-16,4
P03032,2026-06-15,2026-06-16,3
P03053,2026-06-04,2026-06-16,4
P03074,2026-06-14,2026-06-16,2
P03102,2026-06-09,2026-06-16,3
P03104,2026-06-13,2026-06-16,4
P03107,2026-06-07,2026-06-16,2
P03120,2026-06-06,2026-06-16,2
P03135,2026-06-16,2026-06-16,2
P03161,2026-06-16,2026-06-16,5
P03170,2026-06-14,2026-06-16,3
P03247,2026-06-07,2026-06-16,4
P03281,2026-06-16,2026-06-16,4
P03351,2026-06-15,2026-06-16,2
P03384,2026-06-10,2026-06-16,3
P03395,2026-06-16,2026-06-16,4
P03396,2026-06-12,2026-06-16,4
P03423,2026-06-05,2026-06-16,3
P03432,2026-06-02,2026-06-16,1
P03455,2026-06-05,2026-06-16,1
P03470,2026-06-16,2026-06-16,4
P03518,2026-06-16,2026-06-16,3
P03541,2026-06-03,2026-06-16,2
P03564,2026-06-04,2026-06-16,1
P03584,2026-06-16,2026-06-16,2
P03658,2026-06-16,2026-06-16,5
P03668,2026-06-08,2026-06-16,2
P03676,2026-06-08,2026-06-16,4
P03686,2026-06-16,2026-06-16,4
P03690,2026-06-16,2026-06-16,5
P03692,2026-06-10,2026-06-16,1
P03748,2026-06-16,2026-06-16,3
P03776,2026-06-11,2026-06-16,2
P03832,2026-06-12,2026-06-16,3
P03905,2026-06-15,2026-06-16,2
P03931,2026-06-15,2026-06-16,3
P04014,2026-06-11,2026-06-16,2
P04156,2026-06-15,2026-06-16,4
P04286,2026-06-16,2026-06-16,3
P04288,2026-06-14,2026-06-16,4
P04319,2026-06-05,2026-06-16,2
P04321,2026-06-16,2026-06-16,2
P04337,2026-06-04,2026-06-16,2
P04339,2026-06-16,2026-06-16,5
P04346,2026-06-16,2026-06-16,1
P04354,2026-06-16,2026-06-16,4
P04366,2026-06-11,2026-06-16,4
P04393,2026-06-16,2026-06-16,1
P04399,2026-06-10,2026-06-16,2
P04426,2026-06-14,2026-06-16,4
P04438,2026-06-14,2026-06-16,2
P04489,2026-06-16,2026-06-16,5
P04491,2026-06-16,2026-06-16,5
P04551,2026-06-13,2026-06-16,2
P04564,2026-06-16,2026-06-16,3
P04649,2026-06-13,2026-06-16,1
P04681,2026-06-16,2026-06-16,5
P04787,2026-06-16,2026-06-16,2
P04797,2026-06-16,2026-06-16,4
P04818,2026-06-02,2026-06-16,1
P04828,2026-06-15,2026-06-16,4
P04836,2026-06-04,2026-06-16,4
P04840,2026-06-16,2026-06-16,4
P04847,2026-06-13,2026-06-16,4
P04856,2026-06-14,2026-06-16,2
P04897,2026-06-15,2026-06-16,2
P04934,2026-06-16,2026-06-16,5
P04938,2026-06-04,2026-06-16,3
P04996,2026-06-16,2026-06-16,5
P05003,2026-06-09,2026-06-16,1
P05015,2026-06-16,2026-06-16,1
P05028,2026-06-16,2026-06-16,5
P05032,2026-06-15,2026-06-16,4
P05057,2026-06-16,2026-06-16,5
P05065,2026-06-13,2026-06-16,3
P05075,2026-06-06,2026-06-16,3
P05088,2026-06-16,2026-06-16,3
P05103,2026-06-13,2026-06-16,3
P05148,2026-06-07,2026-06-16,1
P05158,2026-06-16,2026-06-16,3
P05164,2026-06-16,2026-06-16,4
P05177,2026-06-16,2026-06-16,5
P05191,2026-06-12,2026-06-16,4
P05194,2026-06-16,2026-06-16,3
P05196,2026-06-09,2026-06-16,2
P05222,2026-06-02,2026-06-16,2
P05228,2026-06-14,2026-06-16,4
P05270,2026-06-16,2026-06-16,3
P05273,2026-06-03,2026-06-16,1
P05287,2026-06-15,2026-06-16,4
P05346,2026-06-05,2026-06-16,1
P05351,2026-06-10,2026-06-16,2
P05353,2026-06-15,2026-06-16,3
P05380,2026-06-13,2026-06-16,1
P05382,2026-06-13,2026-06-16,2
P05416,2026-06-16,2026-06-16,3
P05422,2026-06-16,2026-06-16,3
P05424,2026-06-13,2026-06-16,3
P05478,2026-06-11,2026-06-16,3
P05486,2026-06-07,2026-06-16,4
P05504,2026-06-09,2026-06-16,2
P05506,2026-06-16,2026-06-16,4
P05518,2026-06-01,2026-06-16,1
P05525,2026-06-03,2026-06-16,1
P05552,2026-06-11,2026-06-16,1
P05618,2026-06-11,2026-06-16,4
P05636,2026-06-16,2026-06-16,5
P05637,2026-06-07,2026-06-16,3
P05644,2026-06-05,2026-06-16,2
P05653,2026-06-04,2026-06-16,3
P05673,2026-06-10,2026-06-16,2
P05675,2026-06-11,2026-06-16,3
P05678,2026-06-07,2026-06-16,4
P05705,2026-06-04,2026-06-16,3
P05710,2026-06-16,2026-06-16,2
P05744,2026-06-03,2026-06-16,3
P05753,2026-06-10,2026-06-16,2
P05763,2026-06-16,2026-06-16,2
P05792,2026-06-02,2026-06-16,4
P05801,2026-06-05,2026-06-16,4
P05807,2026-06-13,2026-06-16,3
P05828,2026-06-10,2026-06-16,3
P05839,2026-06-13,2026-06-16,3
P05865,2026-06-11,2026-06-16,3
P05877,2026-06-16,2026-06-16,3
P05890,2026-06-16,2026-06-16,5
P05891,2026-06-09,2026-06-16,2
P05913,2026-06-16,2026-06-16,1
P05931,2026-06-16,2026-06-16,3
P05939,2026-06-09,2026-06-16,4
P05954,2026-06-09,2026-06-16,3
P05958,2026-06-16,2026-06-16,2
P06013,2026-06-12,2026-06-16,4
P06080,2026-06-16,2026-06-16,3
P06114,2026-06-16,2026-06-16,2
P06163,2026-06-09,2026-06-16,2
P06177,2026-06-10,2026-06-16,1
P06189,2026-06-16,2026-06-16,5
P06206,2026-06-16,2026-06-16,1
P06229,2026-06-16,2026-06-16,1
P06232,2026-06-16,2026-06-16,4
P06237,2026-06-09,2026-06-16,3
P06259,2026-06-10,2026-06-16,3
P06277,2026-06-04,2026-06-16,4
P06284,2026-06-06,2026-06-16,1
P06294,2026-06-14,2026-06-16,2
P06297,2026-06-07,2026-06-16,2
P06299,2026-06-16,2026-06-16,4
P06376,2026-06-05,2026-06-16,1
P06404,2026-06-16,2026-06-16,1
P06411,2026-06-15,2026-06-16,1
P06434,2026-06-07,2026-06-16,3
P06480,2026-06-03,2026-06-16,1
P06484,2026-06-16,2026-06-16,2
P06488,2026-06-14,2026-06-16,2
P06534,2026-06-12,2026-06-16,1
P06538,2026-06-03,2026-06-16,2
P06558,2026-06-08,2026-06-16,4
P06579,2026-06-16,2026-06-16,2
P06608,2026-06-16,2026-06-16,1
P06622,2026-06-08,2026-06-16,1
P06640,2026-06-14,2026-06-16,2
P06667,2026-06-15,2026-06-16,2
P06668,2026-06-08,2026-06-16,4
P06669,2026-06-16,2026-06-16,2
P06685,2026-06-15,2026-06-16,2
P06688,2026-06-11,2026-06-16,3
P06694,2026-06-15,2026-06-16,1
P06725,2026-06-16,2026-06-16,1
P06782,2026-06-03,2026-06-16,1
P06788,2026-06-10,2026-06-16,3
P06791,2026-06-16,2026-06-16,5
P06803,2026-06-14,2026-06-16,2
P06808,2026-06-14,2026-06-16,3
P06809,2026-06-16,2026-06-16,1
P06826,2026-06-08,2026-06-16,3
P06849,2026-06-05,2026-06-16,1
P06864,2026-06-16,2026-06-16,5
P06866,2026-06-16,2026-06-16,4
P06883,2026-06-09,2026-06-16,2
P06912,2026-06-05,2026-06-16,1
P06915,2026-06-16,2026-06-16,5
P06920,2026-06-16,2026-06-16,2
P06953,2026-06-16,2026-06-16,3
P06958,2026-06-11,2026-06-16,2
P06984,2026-06-06,2026-06-16,3
P07007,2026-06-16,2026-06-16,4
P07026,2026-06-10,2026-06-16,3
P07042,2026-06-15,2026-06-16,2
P07063,2026-06-14,2026-06-16,3
P07064,2026-06-12,2026-06-16,3
P07073,2026-06-11,2026-06-16,2
P07098,2026-06-11,2026-06-16,3
P07120,2026-06-16,2026-06-16,2
P07181,2026-06-16,2026-06-16,3
P07202,2026-06-16,2026-06-16,1
P07203,2026-06-12,2026-06-16,2
P07208,2026-06-16,2026-06-16,5
P07223,2026-06-16,2026-06-16,4
P07233,2026-06-05,2026-06-16,3
P07235,2026-06-04,2026-06-16,1
P07266,2026-06-01,2026-06-16,1
P07304,2026-06-12,2026-06-16,1
P07310,2026-06-11,2026-06-16,2
P07326,2026-06-16,2026-06-16,3
P07337,2026-06-16,2026-06-16,2
P07355,2026-06-15,2026-06-16,3
P07370,2026-06-16,2026-06-16,4
P07381,2026-06-14,2026-06-16,4
P07385,2026-06-03,2026-06-16,2
P07387,2026-06-16,2026-06-16,4
P07421,2026-06-16,2026-06-16,5
P07445,2026-06-09,2026-06-16,2
P07463,2026-06-16,2026-06-16,5
P07470,2026-06-16,2026-06-16,3
P07524,2026-06-13,2026-06-16,3
P07543,2026-06-16,2026-06-16,4
P07545,2026-06-15,2026-06-16,3
P07559,2026-06-08,2026-06-16,3
P07576,2026-06-16,2026-06-16,3
P07620,2026-06-13,2026-06-16,2
P07637,2026-06-14,2026-06-16,4
P07653,2026-06-16,2026-06-16,4
P07666,2026-06-08,2026-06-16,4
P07673,2026-06-15,2026-06-16,4
P07681,2026-06-16,2026-06-16,2
P07687,2026-06-16,2026-06-16,1
P07705,2026-06-14,2026-06-16,2
P07741,2026-06-09,2026-06-16,1
P07753,2026-06-16,2026-06-16,2
P07796,2026-06-03,2026-06-16,4
P07876,2026-06-14,2026-06-16,1
P07881,2026-06-16,2026-06-16,2
P07961,2026-06-15,2026-06-16,1
P07970,2026-06-06,2026-06-16,4
P07971,2026-06-16,2026-06-16,4
P00005,2026-06-16,2026-06-17,4
P00022,2026-06-15,2026-06-17,2
P00041,2026-06-09,2026-06-17,1
P00132,2026-06-09,2026-06-17,2
P00174,2026-06-06,2026-06-17,1
P00179,2026-06-06,2026-06-17,4
P00186,2026-06-17,2026-06-17,3
P00237,2026-06-06,2026-06-17,3
P00243,2026-06-17,2026-06-17,1
P00244,2026-06-11,2026-06-17,1
P00251,2026-06-03,2026-06-17,1
P00281,2026-06-16,2026-06-17,3
P00286,2026-06-03,2026-06-17,1
P00292,2026-06-17,2026-06-17,2
P00300,2026-06-17,2026-06-17,3
P00302,2026-06-02,2026-06-17,2
P00339,2026-06-17,2026-06-17,2
P00347,2026-06-16,2026-06-17,4
P00400,2026-06-10,2026-06-17,3
P00441,2026-06-01,2026-06-17,1
P00447,2026-06-17,2026-06-17,4
P00453,2026-06-03,2026-06-17,3
P00480,2026-06-08,2026-06-17,4
P00509,2026-06-17,2026-06-17,2
P00541,2026-06-03,2026-06-17,3
P00550,2026-06-16,2026-06-17,2
P00562,2026-06-15,2026-06-17,3
P00619,2026-06-17,2026-06-17,1
P00622,2026-06-17,2026-06-17,4
P00661,2026-06-11,2026-06-17,3
P00671,2026-06-17,2026-06-17,1
P00789,2026-06-15,2026-06-17,2
P00819,2026-06-11,2026-06-17,3
P00825,2026-06-16,2026-06-17,3
P00850,2026-06-10,2026-06-17,1
P00934,2026-06-12,2026-06-17,2
P00942,2026-06-03,2026-06-17,1
P00946,2026-06-16,2026-06-17,4
P00998,2026-06-10,2026-06-17,1
P01001,2026-06-06,2026-06-17,4
P01045,2026-06-17,2026-06-17,4
P01050,2026-06-01,2026-06-17,3
P01077,2026-06-16,2026-06-17,1
P01132,2026-06-07,2026-06-17,4
P01183,2026-06-17,2026-06-17,5
P01191,2026-06-05,2026-06-17,3
P01206,2026-06-10,2026-06-17,4
P01284,2026-06-14,2026-06-17,4
P01294,2026-06-17,2026-06-17,5
P01358,2026-06-11,2026-06-17,1
P01372,2026-06-03,2026-06-17,1
P01392,2026-06-17,2026-06-17,3
P01393,2026-06-15,2026-06-17,4
P01395,2026-06-03,2026-06-17,1
P01423,2026-06-01,2026-06-17,3
P01431,2026-06-07,2026-06-17,3
P01435,2026-06-10,2026-06-17,2
P01471,2026-06-17,2026-06-17,5
P01524,2026-06-17,2026-06-17,1
P01526,2026-06-11,2026-06-17,3
P01545,2026-06-16,2026-06-17,3
P01569,2026-06-12,2026-06-17,1
P01603,2026-06-08,2026-06-17,2
P01646,2026-06-08,2026-06-17,1
P01654,2026-06-16,2026-06-17,1
P01665,2026-06-16,2026-06-17,4
P01720,2026-06-16,2026-06-17,3
P01725,2026-06-17,2026-06-17,1
P01737,2026-06-04,2026-06-17,3
P01757,2026-06-17,2026-06-17,3
P01761,2026-06-17,2026-06-17,4
P01811,2026-06-03,2026-06-17,4
P01828,2026-06-16,2026-06-17,2
P01829,2026-06-17,2026-06-17,2
P01834,2026-06-12,2026-06-17,2
P01848,2026-06-12,2026-06-17,2
P01908,2026-06-16,2026-06-17,1
P01916,2026-06-17,2026-06-17,3
P01917,2026-06-15,2026-06-17,3
P01960,2026-06-12,2026-06-17,2
P01962,2026-06-17,2026-06-17,1
P01980,2026-06-17,2026-06-17,4
P01992,2026-06-09,2026-06-17,1
P01998,2026-06-12,2026-06-17,2
P02004,2026-06-07,2026-06-17,3
P02018,2026-06-16,2026-06-17,4
P02026,2026-06-15,2026-06-17,4
P02062,2026-06-01,2026-06-17,1
P02073,2026-06-12,2026-06-17,1
P02095,2026-06-13,2026-06-17,2
P02100,2026-06-17,2026-06-17,4
P02122,2026-06-17,2026-06-17,3
P02200,2026-06-17,2026-06-17,2
P02222,2026-06-17,2026-06-17,4
P02238,2026-06-17,2026-06-17,4
P02317,2026-06-04,2026-06-17,2
P02332,2026-06-16,2026-06-17,3
P02369,2026-06-07,2026-06-17,2
P02437,2026-06-06,2026-06-17,1
P02447,2026-06-17,2026-06-17,2
P02452,2026-06-16,2026-06-17,3
P02474,2026-06-17,2026-06-17,5
P02493,2026-06-02,2026-06-17,1
P02507,2026-06-13,2026-06-17,3
P02524,2026-06-12,2026-06-17,1
P02554,2026-06-09,2026-06-17,4
P02556,2026-06-07,2026-06-17,3
P02560,2026-06-07,2026-06-17,1
P02567,2026-06-17,2026-06-17,2
P02569,2026-06-10,2026-06-17,2
P02582,2026-06-14,2026-06-17,2
P02602,2026-06-14,2026-06-17,4
P02616,2026-06-12,2026-06-17,4
P02623,2026-06-17,2026-06-17,3
P02661,2026-06-09,2026-06-17,3
P02694,2026-06-17,2026-06-17,1
P02706,2026-06-14,2026-06-17,4
P02741,2026-06-17,2026-06-17,5
P02752,2026-06-10,2026-06-17,3
P02765,2026-06-14,2026-06-17,3
P02789,2026-06-17,2026-06-17,5
P02802,2026-06-17,2026-06-17,4
P02843,2026-06-15,2026-06-17,1
P02844,2026-06-17,2026-06-17,4
P02867,2026-06-07,2026-06-17,2
P02890,2026-06-17,2026-06-17,4
P02905,2026-06-14,2026-06-17,3
P02922,2026-06-12,2026-06-17,1
P02953,2026-06-17,2026-06-17,4
P02966,2026-06-15,2026-06-17,2
P02980,2026-06-16,2026-06-17,1
P03003,2026-06-16,2026-06-17,2
P03053,2026-06-04,2026-06-17,1
P03085,2026-06-17,2026-06-17,1
P03141,2026-06-10,2026-06-17,3
P03155,2026-06-10,2026-06-17,1
P03161,2026-06-16,2026-06-17,1
P03192,2026-06-17,2026-06-17,4
P03207,2026-06-14,2026-06-17,4
P03242,2026-06-01,2026-06-17,3
P03265,2026-06-17,2026-06-17,2
P03281,2026-06-16,2026-06-17,2
P03282,2026-06-17,2026-06-17,1
P03307,2026-06-10,2026-06-17,2
P03316,2026-06-17,2026-06-17,4
P03324,2026-06-17,2026-06-17,2
P03351,2026-06-15,2026-06-17,1
P03352,2026-06-17,2026-06-17,3
P03372,2026-06-02,2026-06-17,4
P03425,2026-06-06,2026-06-17,4
P03446,2026-06-17,2026-06-17,2
P03470,2026-06-16,2026-06-17,1
P03490,2026-06-10,2026-06-17,4
P03494,2026-06-17,2026-06-17,2
P03522,2026-06-17,2026-06-17,3
P03528,2026-06-13,2026-06-17,1
P03533,2026-06-17,2026-06-17,5
P03553,2026-06-17,2026-06-17,5
P03570,2026-06-12,2026-06-17,2
P03584,2026-06-16,2026-06-17,2
P03606,2026-06-02,2026-06-17,1
P03658,2026-06-16,2026-06-17,1
P03660,2026-06-12,2026-06-17,4
P03665,2026-06-11,2026-06-17,1
P03676,2026-06-08,2026-06-17,1
P03692,2026-06-10,2026-06-17,3
P03724,2026-06-08,2026-06-17,3
P03740,2026-06-11,2026-06-17,4
P03751,2026-06-14,2026-06-17,1
P03763,2026-06-14,2026-06-17,4
P03808,2026-06-17,2026-06-17,5
P03884,2026-06-17,2026-06-17,4
P03908,2026-06-17,2026-06-17,4
P03914,2026-06-11,2026-06-17,2
P03979,2026-06-12,2026-06-17,3
P04014,2026-06-11,2026-06-17,3
P04058,2026-06-05,2026-06-17,3
P04063,2026-06-14,2026-06-17,3
P04072,2026-06-17,2026-06-17,5
P04085,2026-06-13,2026-06-17,3
P04148,2026-06-17,2026-06-17,1
P04156,2026-06-15,2026-06-17,4
P04189,2026-06-09,2026-06-17,4
P04199,2026-06-12,2026-06-17,1
P04224,2026-06-17,2026-06-17,2
P04256,2026-06-04,2026-06-17,4
P04261,2026-06-17,2026-06-17,2
P04280,2026-06-17,2026-06-17,5
P04284,2026-06-17,2026-06-17,5
P04293,2026-06-17,2026-06-17,3
P04341,2026-06-14,2026-06-17,1
P04349,2026-06-17,2026-06-17,4
P04352,2026-06-04,2026-06-17,4
P04393,2026-06-16,2026-06-17,3
P04407,2026-06-13,2026-06-17,1
P04417,2026-06-15,2026-06-17,3
P04440,2026-06-17,2026-06-17,2
P04486,2026-06-17,2026-06-17,4
P04495,2026-06-17,2026-06-17,5
P04504,2026-06-17,2026-06-17,5
P04517,2026-06-17,2026-06-17,5
P04534,2026-06-13,2026-06-17,3
P04551,2026-06-13,2026-06-17,2
P04564,2026-06-16,2026-06-17,1
P04630,2026-06-08,2026-06-17,2
P04651,2026-06-17,2026-06-17,3
P04652,2026-06-17,2026-06-17,2
P04666,2026-06-14,2026-06-17,1
P04738,2026-06-08,2026-06-17,3
P04750,2026-06-11,2026-06-17,3
P04768,2026-06-02,2026-06-17,3
P04787,2026-06-16,2026-06-17,4
P04807,2026-06-17,2026-06-17,1
P04809,2026-06-17,2026-06-17,2
P04813,2026-06-10,2026-06-17,1
P04822,2026-06-10,2026-06-17,2
P04829,2026-06-08,2026-06-17,4
P04840,2026-06-16,2026-06-17,1
P04857,2026-06-17,2026-06-17,4
P04862,2026-06-17,2026-06-17,5
P04874,2026-06-17,2026-06-17,1
P04909,2026-06-10,2026-06-17,2
P04945,2026-06-09,2026-06-17,3
P05038,2026-06-17,2026-06-17,5
P05051,2026-06-10,2026-06-17,2
P05065,2026-06-13,2026-06-17,4
P05096,2026-06-06,2026-06-17,2
P05140,2026-06-05,2026-06-17,3
P05164,2026-06-16,2026-06-17,2
P05171,2026-06-13,2026-06-17,4
P05174,2026-06-06,2026-06-17,2
P05182,2026-06-17,2026-06-17,3
P05194,2026-06-16,2026-06-17,1
P05222,2026-06-02,2026-06-17,2
P05240,2026-06-17,2026-06-17,5
P05260,2026-06-01,2026-06-17,1
P05261,2026-06-17,2026-06-17,5
P05267,2026-06-15,2026-06-17,3
P05270,2026-06-16,2026-06-17,4
P05273,2026-06-03,2026-06-17,2
P05293,2026-06-17,2026-06-17,5
P05304,2026-06-14,2026-06-17,1
P05331,2026-06-03,2026-06-17,2
P05401,2026-06-15,2026-06-17,3
P05416,2026-06-16,2026-06-17,3
P05422,2026-06-16,2026-06-17,1
P05430,2026-06-11,2026-06-17,2
P05454,2026-06-01,2026-06-17,3
P05496,2026-06-08,2026-06-17,4
P05506,2026-06-16,2026-06-17,2
P05519,2026-06-12,2026-06-17,3
P05545,2026-06-17,2026-06-17,3
P05552,2026-06-11,2026-06-17,2
P05567,2026-06-17,2026-06-17,5
P05579,2026-06-04,2026-06-17,3
P05583,2026-06-15,2026-06-17,4
P05608,2026-06-17,2026-06-17,3
P05614,2026-06-06,2026-06-17,4
P05626,2026-06-17,2026-06-17,4
P05637,2026-06-07,2026-06-17,4
P05648,2026-06-14,2026-06-17,4
P05650,2026-06-03,2026-06-17,4
P05653,2026-06-04,2026-06-17,2
P05698,2026-06-15,2026-06-17,1
P05710,2026-06-16,2026-06-17,1
P05712,2026-06-11,2026-06-17,1
P05749,2026-06-17,2026-06-17,5
P05753,2026-06-10,2026-06-17,1
P05807,2026-06-13,2026-06-17,1
P05817,2026-06-12,2026-06-17,3
P05828,2026-06-10,2026-06-17,4
P05859,2026-06-17,2026-06-17,4
P05913,2026-06-16,2026-06-17,4
P05923,2026-06-07,2026-06-17,2
P05931,2026-06-16,2026-06-17,2
P05933,2026-06-12,2026-06-17,2
P05934,2026-06-07,2026-06-17,2
P05947,2026-06-17,2026-06-17,1
P06080,2026-06-16,2026-06-17,1
